Particle,OTU,Sample,Count
20230816-J-4-r1bcnum95_30_24,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum95_75_22,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum95_49_56,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum70_37_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum37_4_24,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum37_4_50,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum37_1_22,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum37_66_80,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum43_39_37,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum43_5_45,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum43_36_22,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum43_88_81,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum24_19_38,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum24_58_29,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum24_4_45,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum24_35_67,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum4_86_23,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum4_56_87,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum4_56_59,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum4_59_60,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum4_88_59,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum4_66_46,Otu6,20230816-J-4-r1,2
20230816-J-4-r1bcnum4_22_23,Otu6,20230816-J-4-r1,5
20230816-J-4-r1bcnum4_77_23,Otu6,20230816-J-4-r1,3
20230816-J-4-r1bcnum14_52_46,Otu6,20230816-J-4-r1,9
20230816-J-4-r1bcnum14_96_51,Otu6,20230816-J-4-r1,2
20230816-J-4-r1bcnum14_59_51,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum14_15_51,Otu6,20230816-J-4-r1,236
20230816-J-4-r1bcnum31_27_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum31_48_24,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum31_27_24,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum31_37_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum31_39_88,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum31_56_51,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum31_24_4,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum22_85_19,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum22_15_51,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum22_83_36,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum10_76_18,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum10_60_95,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum10_10_18,Otu6,20230816-J-4-r1,50
20230816-J-4-r1bcnum10_64_2,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum10_85_86,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum10_92_31,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum10_92_30,Otu6,20230816-J-4-r1,3
20230816-J-4-r1bcnum10_58_88,Otu6,20230816-J-4-r1,7
20230816-J-4-r1bcnum10_58_22,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum10_1_19,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum10_88_57,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum7_63_6,Otu6,20230816-J-4-r1,2
20230816-J-4-r1bcnum7_15_51,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum88_3_44,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum50_55_5,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum23_43_44,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum23_72_44,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum23_23_8,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum23_93_44,Otu6,20230816-J-4-r1,91
20230816-J-4-r1bcnum23_34_31,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum23_34_44,Otu6,20230816-J-4-r1,2
20230816-J-4-r1bcnum23_13_72,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum23_49_44,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum23_44_44,Otu6,20230816-J-4-r1,3
20230816-J-4-r1bcnum67_55_43,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum67_71_8,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum82_78_22,Otu6,20230816-J-4-r1,7
20230816-J-4-r1bcnum63_85_86,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum63_59_15,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum63_26_51,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum63_55_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum63_83_22,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum84_52_34,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum84_53_50,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum84_5_31,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum84_5_1,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum84_5_5,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum84_34_31,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum84_50_83,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum85_53_86,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum85_35_74,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum85_82_85,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum86_39_37,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum89_14_4,Otu6,20230816-J-4-r1,17
20230816-J-4-r1bcnum89_23_76,Otu6,20230816-J-4-r1,13
20230816-J-4-r1bcnum89_96_76,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum89_75_52,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum89_14_17,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_21_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_86_93,Otu6,20230816-J-4-r1,4
20230816-J-4-r1bcnum91_3_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_37_85,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_26_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_53_93,Otu6,20230816-J-4-r1,2
20230816-J-4-r1bcnum91_4_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_54_15,Otu6,20230816-J-4-r1,29
20230816-J-4-r1bcnum91_69_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_67_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_62_93,Otu6,20230816-J-4-r1,7
20230816-J-4-r1bcnum91_14_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_44_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_66_80,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum91_22_93,Otu6,20230816-J-4-r1,3
20230816-J-4-r1bcnum74_83_15,Otu6,20230816-J-4-r1,7
20230816-J-4-r1bcnum74_63_44,Otu6,20230816-J-4-r1,2
20230816-J-4-r1bcnum74_3_92,Otu6,20230816-J-4-r1,6
20230816-J-4-r1bcnum74_15_51,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum74_15_15,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum74_22_57,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum47_88_32,Otu6,20230816-J-4-r1,53
20230816-J-4-r1bcnum47_85_86,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum47_53_22,Otu6,20230816-J-4-r1,8
20230816-J-4-r1bcnum47_31_32,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum19_28_1,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum19_28_73,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum30_21_41,Otu6,20230816-J-4-r1,5
20230816-J-4-r1bcnum30_89_42,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum30_89_9,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum30_39_70,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum30_91_41,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum30_43_10,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum30_25_57,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum30_20_82,Otu6,20230816-J-4-r1,5
20230816-J-4-r1bcnum16_65_59,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum30_80_61,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum15_6_54,Otu6,20230816-J-4-r1,10
20230816-J-4-r1bcnum15_50_31,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum15_10_86,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum15_94_1,Otu6,20230816-J-4-r1,56
20230816-J-4-r1bcnum15_53_1,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum83_53_80,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum46_78_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum52_32_52,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum52_64_84,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum52_8_42,Otu6,20230816-J-4-r1,2
20230816-J-4-r1bcnum52_15_51,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum52_36_33,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum78_37_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum78_33_20,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum49_20_89,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum49_20_79,Otu6,20230816-J-4-r1,9
20230816-J-4-r1bcnum5_76_23,Otu6,20230816-J-4-r1,3
20230816-J-4-r1bcnum77_63_59,Otu6,20230816-J-4-r1,11
20230816-J-4-r1bcnum77_86_86,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum77_53_66,Otu6,20230816-J-4-r1,2
20230816-J-4-r1bcnum77_13_51,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum77_35_93,Otu6,20230816-J-4-r1,20
20230816-J-4-r1bcnum72_72_75,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_42_75,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_2_75,Otu6,20230816-J-4-r1,14
20230816-J-4-r1bcnum72_38_75,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_89_75,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_12_75,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_3_75,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_91_62,Otu6,20230816-J-4-r1,5
20230816-J-4-r1bcnum72_53_23,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_53_75,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_58_75,Otu6,20230816-J-4-r1,2
20230816-J-4-r1bcnum72_58_62,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_67_75,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_62_75,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_49_75,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum72_88_50,Otu6,20230816-J-4-r1,2
20230816-J-4-r1bcnum34_36_95,Otu6,20230816-J-4-r1,25
20230816-J-4-r1bcnum80_96_93,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum80_69_79,Otu6,20230816-J-4-r1,5
20230816-J-4-r1bcnum34_63_5,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum34_39_81,Otu6,20230816-J-4-r1,5
20230816-J-4-r1bcnum34_53_80,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum34_53_31,Otu6,20230816-J-4-r1,1
20230816-J-4-r1bcnum34_71_95,Otu6,20230816-J-4-r1,1
20230816-J-4-r2bcnum55_51_80,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum55_17_63,Otu6,20230816-J-4-r2,55
20230816-J-4-r2bcnum54_16_68,Otu6,20230816-J-4-r2,733
20230816-J-4-r2bcnum60_76_64,Otu6,20230816-J-4-r2,55
20230816-J-4-r2bcnum60_9_83,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum60_23_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum60_23_1,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum60_91_44,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum60_18_42,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum60_18_61,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum60_18_70,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum60_18_1,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum60_58_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum60_49_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum60_28_64,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum27_16_55,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum48_83_18,Otu6,20230816-J-4-r2,13
20230816-J-4-r2bcnum48_91_47,Otu6,20230816-J-4-r2,18
20230816-J-4-r2bcnum48_92_70,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum48_8_44,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum48_18_37,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum48_54_2,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum48_44_83,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum48_22_24,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum48_22_29,Otu6,20230816-J-4-r2,24
20230816-J-4-r2bcnum90_9_68,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum90_10_65,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum90_70_61,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum90_70_66,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum38_73_18,Otu6,20230816-J-4-r2,8
20230816-J-4-r2bcnum38_26_24,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum38_49_20,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum26_52_6,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum26_57_59,Otu6,20230816-J-4-r2,27
20230816-J-4-r2bcnum26_80_52,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum26_73_59,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum26_33_50,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum26_88_31,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum40_20_88,Otu6,20230816-J-4-r2,66
20230816-J-4-r2bcnum51_75_18,Otu6,20230816-J-4-r2,126
20230816-J-4-r2bcnum94_80_55,Otu6,20230816-J-4-r2,87
20230816-J-4-r2bcnum40_52_37,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum40_38_67,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum40_10_23,Otu6,20230816-J-4-r2,5
20230816-J-4-r2bcnum40_91_44,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum40_53_88,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum40_51_43,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum40_20_70,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum40_83_18,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum40_14_88,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum94_10_79,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum94_58_43,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum94_35_22,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum6_55_65,Otu6,20230816-J-4-r2,10
20230816-J-4-r2bcnum6_85_57,Otu6,20230816-J-4-r2,5
20230816-J-4-r2bcnum6_26_24,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum6_5_14,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum6_43_83,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum6_78_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum6_80_91,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum6_73_21,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum6_94_65,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum6_16_68,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum6_7_83,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum6_88_62,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum6_77_36,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum87_64_13,Otu6,20230816-J-4-r2,4
20230816-J-4-r2bcnum87_86_55,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum87_85_8,Otu6,20230816-J-4-r2,53
20230816-J-4-r2bcnum87_8_8,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum87_53_13,Otu6,20230816-J-4-r2,38
20230816-J-4-r2bcnum87_49_59,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum87_50_19,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum1_95_1,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum1_74_21,Otu6,20230816-J-4-r2,3
20230816-J-4-r2bcnum51_90_13,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum51_63_30,Otu6,20230816-J-4-r2,46
20230816-J-4-r2bcnum51_95_44,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum51_91_70,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum51_92_70,Otu6,20230816-J-4-r2,102
20230816-J-4-r2bcnum51_92_18,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum51_18_18,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum51_75_51,Otu6,20230816-J-4-r2,5
20230816-J-4-r2bcnum51_94_70,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum51_62_18,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum51_70_70,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum44_15_46,Otu6,20230816-J-4-r2,111
20230816-J-4-r2bcnum55_16_31,Otu6,20230816-J-4-r2,22
20230816-J-4-r2bcnum55_55_31,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum55_46_45,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum55_96_70,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum55_8_55,Otu6,20230816-J-4-r2,4
20230816-J-4-r2bcnum55_58_8,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum55_88_86,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum3_7_51,Otu6,20230816-J-4-r2,5
20230816-J-4-r2bcnum3_12_51,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum3_3_1,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum3_60_51,Otu6,20230816-J-4-r2,5
20230816-J-4-r2bcnum3_51_51,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum3_78_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum3_32_51,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum3_44_83,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum3_70_84,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum3_17_63,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum57_9_83,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum57_95_1,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum57_19_51,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum57_69_84,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum57_76_64,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum57_37_57,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum2_2_70,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum2_69_6,Otu6,20230816-J-4-r2,3
20230816-J-4-r2bcnum2_57_35,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum2_46_59,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum69_71_54,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum69_71_44,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum69_71_31,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum69_71_47,Otu6,20230816-J-4-r2,3
20230816-J-4-r2bcnum69_71_76,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum69_22_21,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum69_77_17,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum83_64_61,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum83_59_15,Otu6,20230816-J-4-r2,4
20230816-J-4-r2bcnum13_9_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum13_23_24,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum13_95_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum13_26_24,Otu6,20230816-J-4-r2,92
20230816-J-4-r2bcnum13_26_89,Otu6,20230816-J-4-r2,7
20230816-J-4-r2bcnum13_40_43,Otu6,20230816-J-4-r2,17
20230816-J-4-r2bcnum13_16_24,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum12_87_15,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum12_47_22,Otu6,20230816-J-4-r2,12
20230816-J-4-r2bcnum12_93_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum35_38_13,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum35_38_59,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum35_21_9,Otu6,20230816-J-4-r2,24
20230816-J-4-r2bcnum35_9_43,Otu6,20230816-J-4-r2,17
20230816-J-4-r2bcnum35_85_8,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum35_75_41,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum35_40_70,Otu6,20230816-J-4-r2,6
20230816-J-4-r2bcnum35_1_41,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum32_27_17,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum32_78_96,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum20_72_54,Otu6,20230816-J-4-r2,4
20230816-J-4-r2bcnum20_11_75,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum20_92_38,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum20_78_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum20_94_31,Otu6,20230816-J-4-r2,4
20230816-J-4-r2bcnum75_42_7,Otu6,20230816-J-4-r2,9
20230816-J-4-r2bcnum75_48_88,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum75_48_38,Otu6,20230816-J-4-r2,43
20230816-J-4-r2bcnum75_21_7,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum75_96_7,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum75_59_38,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum75_5_7,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum75_15_38,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum75_75_44,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum75_43_83,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum75_25_15,Otu6,20230816-J-4-r2,6
20230816-J-4-r2bcnum75_78_20,Otu6,20230816-J-4-r2,3
20230816-J-4-r2bcnum75_38_38,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum75_83_7,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum75_88_38,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum29_5_7,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum1_75_18,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum81_43_83,Otu6,20230816-J-4-r2,198
20230816-J-4-r2bcnum81_72_83,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum81_34_4,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum81_38_49,Otu6,20230816-J-4-r2,3
20230816-J-4-r2bcnum81_96_4,Otu6,20230816-J-4-r2,3
20230816-J-4-r2bcnum81_85_63,Otu6,20230816-J-4-r2,3
20230816-J-4-r2bcnum81_91_83,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum81_26_83,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum81_30_82,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum81_83_83,Otu6,20230816-J-4-r2,6
20230816-J-4-r2bcnum81_7_83,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum81_82_66,Otu6,20230816-J-4-r2,6
20230816-J-4-r2bcnum81_71_31,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum81_14_83,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum23_21_16,Otu6,20230816-J-4-r2,30
20230816-J-4-r2bcnum53_92_70,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum53_38_45,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum53_87_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum53_53_48,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum53_58_65,Otu6,20230816-J-4-r2,20
20230816-J-4-r2bcnum53_58_86,Otu6,20230816-J-4-r2,11
20230816-J-4-r2bcnum53_28_68,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum53_77_36,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum93_2_17,Otu6,20230816-J-4-r2,3
20230816-J-4-r2bcnum18_63_3,Otu6,20230816-J-4-r2,11
20230816-J-4-r2bcnum18_21_11,Otu6,20230816-J-4-r2,18
20230816-J-4-r2bcnum18_59_38,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum18_89_49,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum18_24_89,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum18_56_11,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum18_82_17,Otu6,20230816-J-4-r2,2
20230816-J-4-r2bcnum18_77_15,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum25_5_83,Otu6,20230816-J-4-r2,1
20230816-J-4-r2bcnum76_78_89,Otu6,20230816-J-4-r2,163
