Otu1686	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1687	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1688	Exilibacterium	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu1689	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1690	Paraclostridium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1691	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1692	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1693	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1694	Jonquetella	Root	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae
Otu1695	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1696	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1697	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu1698	Allisonella	Root	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae
Otu1699	Tepidibaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1700	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1701	Intestinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1702	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1703	Coprococcus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1704	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1705	Fusicatenibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1706	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1707	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1708	Anaerosporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1709	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1710	Raoultella	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
Otu1711	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1712	Alistipes	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
Otu1713	Anaerobutyricum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1714	Acetitomaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1715	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1716	Shuttleworthia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1717	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1718	Christensenella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae
Otu1719	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1720	Abyssivirga	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1721	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1722	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1723	Harryflintia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1724	Papillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1725	Anaerotaenia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1726	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1727	Lacrimispora	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1728	Prevotella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu1729	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1730	Ethanoligenens	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1731	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1732	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1733	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu1734	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1735	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1736	Prevotella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu1737	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1738	Slackia	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu1739	Alterileibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1740	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1741	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1742	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu1743	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1744	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1745	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1746	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1747	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1748	Anaerobutyricum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1749	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1750	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1751	Olsenella	Root	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae
Otu1752	Anaerosinus	Root	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae
Otu1753	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1754	Phocea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1755	Ethanoligenens	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1756	Dorea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1757	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1758	Anaerostipes	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1759	Thermotalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 4
Otu1760	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1761	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1762	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1763	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1764	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1765	Ethanoligenens	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1766	Anaerosinus	Root	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae
Otu1767	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1768	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1769	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1770	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1771	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1772	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1773	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu1774	Oscillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1775	Sellimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1776	Papillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1777	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1778	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1779	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1780	Anaerotignum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1781	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu1782	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1783	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1784	Lutispora	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae
Otu1785	Pseudobutyrivibrio	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1786	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1787	Clostridium XlVb	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1788	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1789	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1790	Terrisporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1791	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1792	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1793	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1794	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1795	Anaerobium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1796	Anaerobium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1797	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1798	Pediococcus	Root	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
Otu1799	Hydrogeniiclostridium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1800	Lawsonibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1801	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1802	Phocea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1803	Gemmiger	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1804	Anoxynatronum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 2
Otu1805	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1806	Hydrogenoanaerobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1807	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1808	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1809	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1810	Harryflintia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1811	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1812	Marvinbryantia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1813	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1814	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1815	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1816	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1817	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1818	Noviherbaspirillum	Root	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
Otu1819	Escherichia/Shigella	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
Otu1820	Acidaminococcus	Root	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae
Otu1821	Lawsonibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1822	Weissella	Root	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
Otu1823	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1824	Akkermansia	Root	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae
Otu1825	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1826	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1827	Extibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1828	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1829	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1830	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1831	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1832	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1833	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1834	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu1835	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1836	Anaerobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1837	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1838	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1839	Dorea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1840	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1841	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1842	Adlercreutzia	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu1843	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1844	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1845	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1846	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1847	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1848	Dysosmobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1849	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu1850	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1851	Lachnotalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1852	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1853	Fournierella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1854	Akkermansia	Root	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae
Otu1855	Bariatricus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1856	Vampirovibrio	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae
Otu1857	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1858	Anaerotaenia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1859	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1860	Paludicola	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1861	Roseburia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1862	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1863	Beduinibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae
Otu1864	Enorma	Root	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae
Otu1865	Butyricicoccus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1866	Fournierella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1867	Butyrivibrio	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1868	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1869	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1870	Caproiciproducens	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1871	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1872	Anaerotaenia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1873	Escherichia/Shigella	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
Otu1874	Proteiniclasticum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1
Otu1875	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1876	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1877	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1878	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1879	Anaerosporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1880	Allobaculum	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1881	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu1882	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1883	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1884	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1885	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1886	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1887	Frisingicoccus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1888	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1889	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1890	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1891	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1892	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1893	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1894	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1895	Dysosmobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1896	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1897	Crassaminicella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 4
Otu1898	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1899	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1900	Massiliimalia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1901	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1902	Oscillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1903	Cuneatibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1904	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1905	Lutispora	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae
Otu1906	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu1907	Phocea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1908	Paludicola	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1909	Intestinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1910	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1911	Anaerotignum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1912	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1913	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1914	Lawsonibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1915	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1916	Pseudobacteroides	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1917	Marvinbryantia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1918	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1919	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1920	Abyssivirga	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1921	Senegalimassilia	Root	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae
Otu1922	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1923	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1924	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu1925	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1926	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1927	Streptococcus	Root	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
Otu1928	Prevotella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu1929	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu1930	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1931	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1932	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1933	Raoultibacter	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu1934	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1935	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1936	Tepidibaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
