gene,postFMT_4_ileum
gene_4522111,9
gene_4281565,9
gene_3320144,9
gene_3648714,9
gene_3658578,9
gene_4133103,9
gene_3886513,9
gene_4503887,9
gene_4334913,9
gene_3604417,9
gene_3449582,9
gene_3809317,9
gene_2653873,9
gene_3192041,9
gene_4574917,9
gene_4530883,9
gene_3571701,9
gene_3782614,9
gene_3224265,9
gene_4594576,9
gene_4265959,9
gene_3009702,9
gene_2995149,9
gene_4360489,9
gene_2963071,9
gene_4040613,9
gene_3942902,9
gene_4199177,9
gene_2319796,9
gene_4302479,9
gene_4613555,9
gene_2468192,9
gene_3257592,9
gene_4170070,9
gene_3044331,9
gene_4098354,9
gene_4249431,9
gene_3693930,9
gene_3892771,9
gene_4422917,9
gene_2784029,9
gene_3189314,9
gene_4062465,9
gene_2418601,9
gene_3057045,9
gene_3380542,9
gene_2294687,9
gene_4118893,9
gene_4074009,9
gene_2673402,9
gene_4221341,9
gene_4398794,9
gene_4417009,9
gene_3893889,9
gene_4497302,9
gene_3443997,9
gene_2937174,9
gene_3204706,9
gene_3017740,9
gene_4387159,9
gene_4622613,9
gene_2788579,9
gene_2807497,9
gene_3379210,9
gene_3910406,9
gene_3852704,9
gene_3916072,9
gene_2041973,9
gene_3654310,9
gene_4132376,9
gene_2818499,9
gene_4210807,9
gene_3477081,9
gene_3185683,9
gene_2618666,9
gene_4478730,9
gene_3420991,9
gene_3448551,9
gene_4363964,9
gene_4307193,9
gene_3287403,9
gene_4254850,9
gene_3303778,9
gene_3950590,9
gene_4632048,9
gene_4585172,9
gene_4163289,9
gene_3145611,9
gene_4294424,9
gene_3611415,9
gene_3505054,9
gene_3735445,9
gene_3395502,9
gene_4222143,9
8-6_GL0008823,9
gene_4345591,9
gene_3796348,9
gene_4239349,9
gene_3628224,9
gene_4222016,9
gene_4266113,9
gene_3467316,9
gene_4169439,9
gene_4557249,9
gene_3196769,9
gene_4571109,9
gene_4099281,9
gene_2629228,9
gene_2913930,9
gene_3968222,9
gene_3240095,9
gene_2992309,9
gene_4188018,9
gene_4417921,9
gene_3346568,9
gene_3592399,9
gene_3968786,9
gene_4362564,9
gene_4249004,9
gene_4466301,9
gene_4324732,9
gene_3331481,9
gene_3722024,9
gene_4258233,9
gene_3127355,9
gene_2781938,9
gene_3298612,9
gene_3590500,9
gene_3409322,9
gene_3897847,9
gene_4197900,9
gene_3841862,9
gene_3932086,9
gene_3538527,9
gene_3430834,9
gene_3718199,9
gene_2733812,9
gene_4300397,9
gene_2456311,9
gene_3633679,9
gene_3203993,9
gene_2741850,9
gene_3096790,9
gene_4501727,9
gene_3381809,9
gene_4149616,9
gene_4400168,9
gene_3204303,9
gene_2171487,9
gene_2107589,9
gene_3612132,9
gene_2010730,9
gene_3689088,9
gene_3877060,9
gene_4208168,9
gene_3918844,9
gene_4330533,9
gene_3949217,9
gene_3184541,9
gene_4376892,9
gene_3778902,9
gene_4018799,9
gene_4019535,9
gene_4321599,9
gene_4195118,9
gene_3251170,9
gene_2995541,9
gene_4123947,9
gene_2454605,9
gene_3054738,9
gene_3040018,9
gene_3861851,9
gene_4217658,9
gene_4138274,9
gene_4632454,9
gene_4607758,9
gene_3949402,9
gene_3575401,9
gene_4552536,9
gene_2442348,9
gene_4555429,9
gene_3716865,9
gene_2890525,9
gene_4373650,9
gene_2831855,9
gene_4170112,9
gene_3439207,9
gene_3343099,9
gene_3534598,9
gene_3386605,9
gene_3275528,9
gene_3918550,9
gene_3360131,9
gene_4228853,9
gene_3228833,9
gene_4012473,9
gene_2433984,9
gene_3433824,9
gene_4629327,9
gene_4406491,9
gene_2456447,9
gene_4159222,9
gene_3384184,9
gene_2472550,9
gene_4269186,9
gene_4279161,9
gene_4174749,9
gene_4538852,9
gene_3807741,9
gene_2873176,9
gene_3180946,9
gene_3302293,9
gene_4461515,9
gene_3083462,9
gene_1901602,9
gene_3997321,9
gene_3834022,9
gene_2951316,9
gene_3538215,9
gene_3853240,9
gene_3909449,9
gene_3349738,9
gene_2328129,9
gene_2854666,9
gene_3889813,9
gene_4580604,9
gene_4258488,9
gene_4580201,9
gene_4413201,9
gene_2879356,9
gene_4358792,9
gene_3674491,9
gene_4094648,9
gene_4048171,9
gene_4047839,9
gene_3368175,9
gene_4117702,9
gene_4463729,9
gene_3388932,9
gene_3184835,9
gene_3558111,9
gene_4628630,9
gene_3434218,9
gene_4180892,9
gene_2857451,9
gene_3763144,9
gene_4249326,9
gene_3744340,9
gene_2433609,9
gene_4287932,9
gene_3731582,9
gene_3516831,9
gene_3682634,9
gene_3906614,9
gene_3089662,9
gene_4540619,9
gene_4152474,9
gene_3775914,9
gene_4478544,9
gene_3102320,9
gene_4591978,9
gene_4120493,9
gene_2820899,9
gene_2925788,9
gene_3056408,9
gene_4068985,9
gene_3359560,9
gene_3697473,9
gene_4302376,9
gene_3298124,9
gene_3341198,9
gene_3787391,9
gene_3988932,9
gene_3386042,9
gene_4400752,9
gene_3836945,9
gene_4076675,9
gene_2595488,9
gene_3955508,9
gene_3908268,9
gene_3586410,9
gene_3702490,9
gene_3873384,9
gene_3486169,9
gene_4341311,9
gene_3931369,9
gene_4380508,9
gene_2131316,9
gene_4544527,9
gene_4610162,9
gene_3470329,9
gene_4058782,9
gene_3957844,9
gene_4119646,9
gene_2995166,9
gene_3500471,9
gene_4599784,9
gene_3924564,9
gene_4403271,9
gene_3929151,9
gene_4556217,9
gene_3330439,9
gene_3589086,9
gene_3070305,9
gene_3573970,9
gene_3162368,9
gene_3784606,9
gene_2201879,9
gene_3382479,9
gene_4017933,9
gene_4464100,9
gene_3233078,9
gene_3588818,9
gene_4071351,9
gene_3380926,9
gene_4465481,9
gene_4532384,9
gene_3956102,9
gene_3341997,9
gene_3953384,9
gene_3386114,9
gene_4453413,9
gene_3488590,9
gene_3477764,9
gene_4577811,9
gene_4305370,9
gene_3879564,9
gene_4212253,9
gene_3483184,9
gene_4633576,9
gene_3615131,9
gene_4511399,9
gene_3922388,9
gene_2981264,9
gene_4370923,9
gene_4403450,9
gene_4301324,9
gene_4042273,9
gene_3762634,9
gene_3613049,9
gene_3421063,9
gene_2220999,9
gene_2397245,9
gene_3436901,9
gene_3852642,9
gene_4513819,9
gene_3721654,9
gene_3247686,9
gene_3937253,9
gene_4479105,9
gene_3904746,9
gene_4626913,9
gene_4174650,9
gene_3125837,9
gene_3288635,9
gene_2188955,9
gene_2486587,9
gene_3416749,9
gene_2922592,9
gene_3420393,9
gene_3829330,9
gene_3818619,9
gene_3756360,9
gene_4096674,9
gene_3201205,9
gene_3121815,9
gene_4484918,9
gene_3484547,9
gene_4244958,9
gene_4167329,9
gene_3886542,9
gene_3178452,9
gene_1719309,9
gene_4400755,9
gene_2511843,9
gene_2983607,9
gene_4323287,9
gene_1761047,9
gene_3555013,9
gene_4241858,9
gene_4380820,9
gene_3689981,9
gene_2723696,9
gene_3741662,9
gene_3351272,9
gene_4248434,9
gene_4502994,9
gene_2822854,9
gene_3931611,9
gene_4158498,9
gene_4323104,9
gene_3993219,9
gene_3423126,9
gene_4054325,9
gene_2818440,9
gene_3278062,9
gene_3473384,9
gene_2670088,9
gene_3960302,9
gene_2801485,9
gene_4287802,9
gene_4011332,9
gene_2948175,9
gene_4612111,9
gene_4516716,9
gene_3926208,9
gene_3853385,9
gene_4494225,9
gene_2845414,9
gene_4363042,9
gene_4572832,9
gene_3208562,9
gene_4233015,9
gene_3352016,9
gene_2602723,9
gene_3153575,9
gene_3452179,9
gene_3342850,9
gene_4248066,9
gene_2458833,9
gene_4079283,9
gene_3130548,9
gene_3176507,9
gene_4579060,9
gene_4451434,9
gene_4197582,9
gene_4445130,9
gene_3709754,9
gene_4261063,9
gene_1753645,9
gene_2947796,9
gene_4486034,9
gene_3475817,9
gene_3887317,9
gene_2683028,9
gene_2609580,9
gene_3744268,9
gene_3195603,9
gene_3631547,9
gene_2332725,9
gene_3986943,9
gene_3634964,9
gene_2919364,9
gene_3550801,9
gene_4105100,9
gene_4469183,9
gene_2918641,9
gene_3959369,9
gene_4102787,9
gene_3671894,9
gene_3275285,9
gene_2683799,9
gene_3461683,9
gene_4259386,9
gene_4110589,9
gene_3948885,9
gene_4013642,9
gene_4554776,9
gene_3504238,9
gene_4251989,9
gene_4562323,9
gene_3700299,9
gene_3001469,9
gene_2897377,9
gene_3351572,9
gene_3699824,9
gene_2933950,9
gene_3040247,9
gene_4563610,9
gene_4002566,9
gene_4520703,9
gene_3240091,9
gene_4583799,9
gene_4309775,9
gene_2033401,9
gene_3204330,9
gene_3137021,9
gene_4303574,9
gene_2967108,9
gene_2673027,9
gene_2384522,9
gene_4320414,9
gene_2993630,9
gene_3990656,9
gene_4360842,9
gene_2941895,9
gene_2579604,9
gene_4505153,9
gene_2352220,9
gene_3616462,9
gene_2962225,9
gene_3074520,9
gene_3889039,9
gene_4042319,9
gene_3371507,9
gene_3659621,9
gene_4532987,9
gene_4399681,9
gene_2601778,9
gene_3348797,9
gene_4233529,9
gene_2577692,9
gene_3846790,9
gene_3905387,9
gene_2503113,9
gene_4190886,9
gene_2498740,9
gene_2950842,9
gene_3711964,9
gene_3972053,9
gene_3645049,9
gene_3449461,9
gene_3633586,9
gene_4239439,9
gene_4552535,9
gene_3077378,9
gene_4065228,9
gene_2868918,9
gene_4539380,9
gene_4636094,9
gene_2684476,9
gene_4173426,9
gene_3708083,9
gene_4351075,9
gene_4399307,9
gene_4320444,9
gene_4488078,9
gene_4154639,9
gene_2579050,9
gene_3644343,9
gene_3553777,9
gene_2650987,9
gene_3360154,9
gene_3192630,9
gene_2659376,9
gene_4184676,9
gene_3862879,9
gene_3801316,9
gene_4414855,9
gene_2622255,9
gene_4252087,9
gene_3949941,9
gene_4184888,9
gene_4149824,9
gene_4140746,9
gene_4389071,9
gene_4549455,9
gene_3714699,9
gene_4428554,9
gene_4504919,9
gene_2248240,9
gene_2933900,9
gene_3380393,9
gene_4067812,9
gene_4598897,9
gene_3363609,9
gene_3670023,9
gene_2544736,9
gene_2973575,9
gene_4409129,9
gene_3309556,9
gene_2405064,9
gene_4259093,9
gene_2039343,9
gene_3940778,9
gene_4162441,9
gene_4523002,9
gene_3151104,9
gene_3707794,9
gene_3071799,9
gene_3572238,9
gene_4356450,9
gene_3314265,9
gene_3655316,9
gene_3516217,9
gene_2653496,9
gene_3429980,9
gene_3748695,9
gene_4238879,9
gene_4118433,9
gene_4505947,9
gene_3651379,9
gene_3437424,9
gene_3142374,9
gene_2926840,9
gene_3583119,9
gene_4220195,9
gene_3985961,9
gene_3542143,9
gene_3628503,9
gene_4316349,9
gene_1909738,9
gene_4479893,9
gene_3279533,9
gene_2580698,9
gene_3333012,9
gene_2711018,9
gene_3041723,9
gene_3689075,9
gene_3718894,9
gene_4009034,9
gene_2523187,9
gene_3994084,9
gene_3420154,9
gene_3150632,9
gene_4314161,9
gene_2681378,9
gene_4178596,9
gene_2542325,9
gene_4372726,9
gene_2343228,9
gene_3385269,9
gene_3650878,9
gene_3546990,9
gene_3942591,9
gene_4143933,9
gene_3105995,9
gene_3638224,9
gene_3231645,9
gene_4338598,9
gene_3965160,9
gene_4472746,9
gene_4149394,9
gene_4114474,9
gene_3985069,9
gene_1758251,9
gene_4077879,9
gene_4252285,9
gene_4311602,9
gene_2730040,9
gene_4439884,9
gene_3300893,9
gene_3999441,9
gene_3354070,9
gene_4503976,9
gene_3838622,9
gene_3569639,9
gene_3640849,9
gene_4009486,9
gene_3912301,9
gene_4208724,9
gene_3224793,9
gene_3947095,9
gene_3824131,9
gene_1828764,9
gene_3961843,9
gene_4427720,9
gene_2537985,9
gene_3019980,9
gene_3968437,9
gene_4127442,9
gene_1984061,9
gene_2726023,9
gene_4319513,9
gene_3595902,9
gene_3796808,9
gene_4462703,9
gene_4139480,9
gene_2531821,9
gene_4477851,9
gene_3585400,9
gene_4489433,9
gene_3950123,9
gene_4460966,9
gene_3921820,9
gene_4078783,9
gene_4271991,9
gene_3180010,9
gene_4211809,9
gene_2825081,9
gene_3922354,9
gene_3818064,9
gene_4411473,9
gene_4566988,9
gene_4138330,9
gene_3653590,9
gene_3692658,9
gene_3379800,9
gene_4395710,9
gene_4122777,9
gene_4136541,9
gene_3695456,9
gene_3815092,9
gene_4569777,9
gene_4502792,9
gene_2448382,9
gene_3857675,9
gene_3624039,9
gene_4193261,9
gene_4237560,9
gene_4626790,9
gene_2037220,9
gene_4289158,9
gene_3486945,9
gene_3012943,9
gene_3484793,9
gene_4300652,9
gene_3643031,9
gene_3550543,9
gene_4234729,9
gene_4404134,9
gene_3071109,9
gene_2895791,9
gene_3628741,9
gene_4157591,9
gene_2034495,9
gene_3706059,9
gene_2638524,9
gene_2651539,9
gene_4455649,9
gene_3566552,9
gene_2296451,9
gene_2914571,9
gene_3334450,9
gene_3493426,9
gene_4335959,9
gene_4147515,9
gene_3385990,9
gene_3976933,9
gene_4481985,9
gene_4053202,9
gene_3366156,9
gene_2758945,9
gene_2269589,9
gene_3586395,9
gene_4407706,9
gene_4140868,9
gene_4039112,9
gene_3528320,9
gene_3191111,9
gene_3433974,9
gene_2824865,9
gene_3476535,9
gene_4292262,9
gene_2481576,9
gene_2540449,9
gene_2485467,9
gene_4343533,9
gene_4135913,9
gene_3801960,9
gene_4189310,9
gene_3957327,9
gene_2631547,9
gene_3933089,9
gene_3853752,9
gene_3710487,9
gene_4555888,9
gene_2960688,9
gene_3571290,9
gene_3474816,9
gene_2792512,9
gene_2884525,9
gene_4065521,9
1-6_GL0014617,9
gene_2992202,9
gene_4212923,9
gene_3458672,9
gene_4139962,9
gene_2292377,9
gene_2342732,9
gene_4414497,9
gene_4232976,9
gene_4282286,9
gene_3940955,9
gene_1129361,9
gene_3955002,9
gene_4595216,9
gene_2059865,9
gene_3184565,9
gene_2408063,9
gene_4527489,9
gene_4318649,9
gene_4618361,9
gene_4541943,9
gene_4470002,9
gene_3149565,9
gene_4013314,9
gene_2994584,9
gene_4033050,9
gene_3815730,9
gene_3369868,9
gene_4225490,9
gene_4530579,9
gene_2680852,9
gene_4470648,9
gene_3243729,9
gene_4003498,9
gene_2652298,9
gene_3385870,9
gene_4301471,9
gene_4265599,9
gene_3751914,9
gene_2859597,9
gene_2610726,9
gene_4137348,9
gene_3298660,9
gene_4009449,9
gene_3053440,9
gene_4386251,9
gene_4234757,9
gene_3334336,9
gene_3567076,9
gene_2894819,9
gene_4073673,9
gene_3779829,9
gene_4114060,9
gene_3722005,9
gene_4135757,9
gene_3066652,9
gene_4115870,9
gene_3777964,9
gene_4174193,9
gene_3868155,9
gene_2889222,9
gene_4447732,9
gene_2185655,9
gene_3799341,9
gene_3752018,9
gene_3001230,9
gene_3097508,9
gene_3442943,9
gene_3673198,9
gene_4023720,9
gene_3820776,9
gene_4144862,9
gene_3356248,9
gene_3126662,9
gene_3503327,9
gene_3852760,9
gene_3461046,9
gene_2716628,9
gene_3092789,9
gene_2379171,9
gene_2913335,9
gene_2734470,9
gene_4122053,9
gene_3397383,9
gene_3963593,9
gene_3878750,9
gene_4517793,9
gene_3079510,9
gene_4167999,9
gene_4479894,9
gene_3779332,9
gene_3886601,9
gene_3106147,9
gene_4347656,9
gene_3547531,9
gene_4417020,9
gene_2926529,9
gene_4362566,9
gene_2302771,9
gene_4079288,9
gene_3399302,9
gene_3188693,9
gene_3549537,9
gene_3531331,9
gene_3905777,9
gene_3730432,9
gene_4302204,9
gene_3978024,9
gene_3859513,9
gene_2408175,9
gene_4151562,9
gene_3524348,9
gene_3949273,9
gene_4555188,9
gene_3973258,9
gene_4612905,9
gene_4026990,9
gene_4256936,9
gene_2955215,9
gene_4430622,9
gene_4397080,9
gene_1719308,9
gene_3160115,9
gene_4331690,9
gene_3609908,9
gene_3879375,9
gene_4252964,9
gene_2825202,9
gene_3672856,9
gene_4206276,9
gene_3523134,9
gene_2384310,9
gene_3667145,9
gene_2308791,9
gene_3062746,9
gene_3313764,9
gene_3710492,9
gene_4546830,9
gene_4047745,9
gene_3914769,9
gene_3047286,9
gene_2703456,9
gene_3829458,9
gene_2842092,9
gene_2969332,9
gene_3086969,9
gene_2390223,9
gene_3557527,9
gene_2589970,9
gene_2321150,9
gene_3529445,9
gene_4297913,9
gene_2164268,9
gene_4514766,9
gene_3929918,9
gene_4620119,9
gene_3509664,9
gene_4628588,9
gene_3337546,9
gene_2539596,9
gene_4119315,9
gene_3414808,9
gene_4534843,9
gene_3178528,9
gene_3380412,9
gene_3230015,9
gene_3222447,9
gene_3520966,9
gene_3842656,9
gene_3541689,9
gene_4174323,9
gene_3568797,9
gene_4116966,9
gene_3544284,9
gene_4175395,9
gene_3826945,9
gene_4158735,9
gene_4460375,9
gene_4449834,9
gene_4292034,9
gene_3216827,9
gene_3407788,9
gene_2617005,9
gene_4075011,9
gene_3285655,9
gene_2870166,9
gene_4439619,9
gene_3336099,9
gene_4354582,9
gene_1862063,9
gene_2807845,9
gene_3886722,9
gene_2603660,9
gene_3063906,9
gene_3714935,9
gene_4503596,9
gene_3230869,9
gene_3537697,9
gene_4292989,9
gene_4222329,9
gene_4476677,9
gene_3857060,9
gene_2592717,9
gene_4406510,9
gene_4288322,9
gene_3999353,9
gene_3540515,9
gene_3285816,9
gene_4288367,9
gene_4373163,9
gene_1975911,9
gene_4182197,9
gene_3816510,9
gene_1677506,9
gene_3584755,9
gene_4144499,9
gene_3657688,9
gene_4173428,9
gene_2989226,9
gene_3782922,9
gene_3369593,9
gene_2705835,9
gene_2802066,9
gene_3762935,9
gene_3150722,9
gene_2585834,9
gene_3174031,9
gene_3224697,9
gene_4463069,9
gene_4213847,9
gene_4583583,9
gene_3798036,9
gene_3809572,9
gene_2615074,9
gene_4309747,9
gene_4502777,9
gene_4225660,9
gene_3184225,9
gene_3550405,9
gene_3151155,9
gene_4003618,9
gene_2674534,9
gene_3587607,9
gene_4636255,9
gene_3510085,9
gene_4361667,9
gene_3744206,9
gene_3074911,9
gene_2659350,9
gene_2814075,9
gene_4557843,9
gene_3517050,9
gene_2119398,9
gene_3198485,9
gene_4291846,9
gene_4428858,9
gene_3845341,9
gene_2748555,9
gene_3671602,9
gene_4258793,9
gene_4405970,9
gene_2661615,9
gene_3857086,9
gene_4507777,9
gene_4496429,9
gene_3838837,9
gene_2840192,9
gene_3755278,9
gene_4147446,9
gene_2274992,9
gene_4540038,9
gene_3416320,9
gene_3662278,9
gene_3690721,9
gene_4106634,9
gene_2941518,9
gene_2304527,9
gene_4315894,9
gene_3656906,9
gene_4594301,9
gene_2337639,9
gene_3500096,9
gene_2937482,9
gene_4563543,9
gene_2843132,9
gene_3484373,9
gene_4405748,9
gene_3846348,9
gene_3692942,9
gene_3121345,9
gene_4015520,9
gene_4367746,9
gene_3871274,9
gene_4093423,9
gene_2593258,9
gene_3594452,9
gene_3946545,9
gene_2649979,9
gene_2473765,8
gene_3391956,8
gene_3087628,8
gene_2943193,8
gene_3624260,8
gene_4157699,8
gene_4491860,8
gene_4163744,8
gene_3402568,8
gene_3889202,8
gene_3075668,8
gene_3140263,8
gene_4048823,8
gene_4490150,8
gene_4034616,8
gene_3931412,8
gene_3171822,8
gene_4009944,8
gene_2511976,8
gene_3732477,8
gene_3530305,8
gene_3632469,8
gene_3061382,8
gene_4207589,8
gene_2192497,8
gene_4378031,8
gene_2344693,8
gene_3875305,8
gene_3479919,8
gene_3864023,8
gene_4150149,8
gene_3465422,8
gene_4451506,8
gene_3633743,8
gene_2705904,8
gene_3545708,8
gene_4243309,8
gene_4360035,8
gene_3153777,8
gene_2886369,8
gene_3169044,8
gene_3243543,8
gene_2827598,8
gene_3621114,8
gene_3422382,8
gene_4586286,8
gene_4143191,8
gene_4537622,8
gene_3527961,8
gene_4388234,8
gene_2512300,8
gene_3836760,8
gene_2659613,8
gene_2891144,8
gene_3360062,8
gene_4331979,8
gene_2800160,8
gene_3966360,8
gene_4237985,8
gene_3256012,8
gene_4609368,8
gene_3732631,8
gene_4336557,8
gene_3451044,8
gene_4005699,8
gene_3985754,8
gene_4082068,8
gene_3365830,8
gene_4594900,8
gene_3927077,8
gene_3362478,8
gene_3602782,8
gene_2941503,8
gene_4006191,8
gene_4366686,8
gene_3752669,8
gene_4514761,8
gene_3169846,8
gene_4542226,8
gene_3477961,8
gene_3975412,8
gene_3886658,8
gene_3864244,8
gene_4528482,8
gene_2204161,8
gene_3488972,8
gene_3358754,8
gene_3211339,8
gene_3843746,8
gene_3595994,8
gene_2150464,8
gene_3428666,8
gene_3774559,8
gene_4563004,8
gene_3958716,8
gene_3705158,8
gene_4047517,8
gene_3529059,8
gene_3140617,8
gene_3972608,8
gene_3632008,8
gene_4425273,8
gene_4578557,8
gene_2738457,8
gene_4425432,8
gene_4537030,8
gene_4458653,8
gene_3596125,8
gene_3775855,8
gene_4014887,8
gene_3485535,8
gene_4428280,8
gene_4044338,8
gene_2691143,8
gene_4457184,8
gene_3876641,8
gene_4316114,8
gene_4349476,8
gene_3908081,8
gene_3909027,8
gene_4596644,8
gene_3850255,8
gene_3295609,8
gene_4439411,8
gene_3406753,8
gene_3202073,8
gene_3601622,8
gene_3973444,8
gene_4138889,8
gene_3338108,8
gene_2626802,8
gene_3626900,8
gene_3287117,8
gene_3333417,8
gene_3202789,8
gene_3212598,8
gene_4618795,8
gene_3835846,8
gene_4515415,8
gene_3402287,8
gene_4270429,8
gene_3887056,8
gene_4319601,8
gene_2289291,8
gene_2435938,8
gene_2837112,8
gene_3912469,8
gene_2791188,8
gene_3545090,8
gene_4044185,8
gene_2978759,8
gene_3520600,8
gene_2755292,8
gene_3473116,8
gene_2911666,8
gene_3500784,8
gene_4505887,8
gene_4206624,8
gene_2962166,8
gene_3833087,8
gene_2070874,8
gene_4587625,8
gene_4199987,8
gene_4346321,8
gene_4071632,8
gene_3796250,8
gene_3496063,8
gene_3219005,8
gene_3235533,8
gene_4352555,8
gene_3202249,8
gene_3621937,8
gene_4509880,8
gene_3365537,8
gene_3965252,8
gene_4532789,8
gene_2954798,8
gene_3469411,8
gene_4267465,8
gene_3596742,8
gene_2759962,8
gene_3507381,8
gene_2414064,8
gene_4482919,8
gene_4045036,8
gene_4121066,8
gene_3324528,8
gene_3036387,8
gene_3201447,8
gene_4608491,8
gene_4536481,8
gene_3198559,8
gene_3963791,8
gene_4217206,8
gene_4127485,8
gene_2566251,8
gene_2077213,8
gene_3224050,8
gene_3830899,8
gene_4559336,8
gene_4636576,8
gene_3439023,8
gene_4441074,8
gene_3683405,8
gene_3532642,8
gene_4537936,8
gene_3911296,8
gene_2837371,8
gene_4200706,8
gene_2817343,8
gene_3525942,8
gene_2263447,8
gene_2881063,8
gene_4311579,8
gene_3434103,8
gene_3611598,8
gene_3408536,8
gene_4618817,8
gene_2917057,8
gene_4316174,8
gene_2853050,8
gene_2954361,8
gene_4594827,8
gene_4373850,8
gene_2545351,8
gene_4303446,8
gene_4282119,8
gene_4007579,8
gene_3372421,8
gene_3946408,8
gene_3632121,8
gene_3558875,8
gene_3431367,8
gene_4275508,8
gene_4239606,8
gene_4602832,8
gene_4024730,8
gene_3093795,8
gene_4014693,8
gene_3889063,8
gene_2813378,8
gene_3883618,8
gene_4309882,8
gene_3793541,8
gene_4252998,8
gene_2193323,8
gene_3276716,8
gene_3696849,8
gene_4054201,8
gene_4505268,8
gene_4294481,8
gene_3901478,8
gene_3778517,8
gene_4236902,8
gene_3849423,8
gene_4214263,8
gene_4209961,8
gene_3456743,8
gene_4071000,8
gene_2980187,8
gene_3933021,8
gene_4604036,8
gene_2583947,8
gene_3218035,8
gene_4293333,8
gene_2809937,8
gene_4372154,8
gene_4621934,8
gene_3425678,8
gene_3458270,8
gene_3114131,8
gene_3981359,8
gene_2444742,8
gene_3564982,8
gene_4476120,8
gene_3395184,8
gene_3852128,8
gene_3339480,8
gene_3546176,8
gene_2154957,8
gene_4611833,8
gene_3454710,8
gene_3685121,8
gene_3944699,8
gene_4621725,8
gene_3530478,8
gene_3883176,8
gene_4059837,8
gene_4438007,8
gene_2567248,8
gene_3113666,8
gene_3167255,8
gene_3827354,8
gene_3194952,8
gene_4463005,8
gene_4113036,8
gene_2585085,8
gene_3904806,8
gene_4127537,8
gene_2832122,8
gene_3489940,8
gene_4215464,8
gene_4511343,8
gene_4191282,8
gene_3631614,8
