,A1-S13,A2-S14,A3-S15,A4-S16,A5-S17,B1-S18,B2-S19,B3-S20,B4-S21,B5-S22,C1-S23,C2-S24,C3-S25,C4-S26,C5-S27,D1-S28,D2-S29,D3-S30,D4-S31,D5-S32,E1-S33,E2-S34,E3-S35,E4-S36,E5-S37,F1-S38,F2-S39,F3-S40,F4-S41,F5-S42,G1-S43,G2-S44,G3-S45,G4-S46,G5-S47,H1-S48,H2-S49,H3-S50,H4-S51,H5-S52
K06024,1.0,4.0,1.0,5.0,6.0,4.0,48.0,2.0,11.0,6.0,0.0,46.0,1.0,7.0,5.0,0.0,67.0,16.0,17.0,2.0,0.0,0.0,116.0,14.0,2.0,1.0,65.0,0.0,6.0,4.0,1.0,7.0,10.0,17.0,8.0,0.0,19.0,0.0,4.0,11.0
K06041,17.0,0.0,0.0,0.0,8.0,5.0,38.0,0.0,10.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,15.0,2.0,0.0,1.0,23.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,5.0,7.0
K06042,0.0,0.0,0.0,1.0,0.0,4.0,21.0,0.0,4.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,14.0,3.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,13.0,0.0,5.0,4.0,0.0,0.0,0.0,12.0,1.0,0.0,9.0,0.0,6.0,3.0
K06048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K06076,21.0,0.0,2.0,0.0,17.0,1.0,60.0,0.0,13.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,1.0,17.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0
K06079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
K06113,12.0,7.0,1.0,2.0,43.0,6.0,163.0,0.0,32.0,6.0,12.0,148.0,2.0,8.0,13.0,0.0,136.0,42.0,6.0,1.0,0.0,0.0,22.0,20.0,2.0,1.0,32.0,0.0,24.0,8.0,3.0,4.0,4.0,5.0,6.0,0.0,2.0,0.0,11.0,53.0
K06120,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06121,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K06131,20.0,8.0,9.0,1.0,16.0,9.0,191.0,1.0,92.0,66.0,2.0,90.0,6.0,9.0,3.0,0.0,35.0,75.0,43.0,8.0,0.0,0.0,252.0,69.0,6.0,0.0,118.0,0.0,75.0,26.0,7.0,5.0,9.0,63.0,13.0,0.0,32.0,0.0,35.0,86.0
K06132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06133,9.0,3.0,0.0,4.0,0.0,1.0,24.0,0.0,11.0,25.0,6.0,91.0,7.0,3.0,3.0,1.0,41.0,33.0,9.0,2.0,0.0,1.0,37.0,8.0,0.0,0.0,33.0,0.0,5.0,3.0,0.0,0.0,2.0,5.0,6.0,0.0,4.0,0.0,2.0,15.0
K06138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K06139,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06142,29.0,0.0,1.0,1.0,26.0,4.0,60.0,0.0,6.0,15.0,2.0,7.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,7.0,0.0,2.0,9.0,0.0,1.0,3.0,1.0,0.0,7.0,1.0,13.0,0.0,0.0,0.0,0.0,15.0
K06143,7.0,0.0,0.0,1.0,7.0,2.0,34.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
K06146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06147,273.0,144.0,47.0,110.0,168.0,218.0,1874.0,18.0,868.0,366.0,93.0,1923.0,101.0,254.0,211.0,11.0,1295.0,1307.0,465.0,134.0,2.0,24.0,4037.0,1132.0,206.0,13.0,1969.0,4.0,840.0,305.0,64.0,104.0,189.0,718.0,292.0,0.0,805.0,1.0,515.0,1115.0
K06148,0.0,3.0,1.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,2.0,0.0,35.0,0.0,7.0,10.0
K06153,14.0,17.0,2.0,12.0,27.0,0.0,72.0,1.0,60.0,24.0,2.0,41.0,2.0,8.0,11.0,1.0,40.0,59.0,7.0,5.0,0.0,1.0,152.0,38.0,0.0,0.0,114.0,0.0,44.0,13.0,1.0,5.0,12.0,5.0,19.0,0.0,59.0,0.0,23.0,43.0
K06156,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
K06157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06158,87.0,1.0,3.0,8.0,46.0,34.0,325.0,0.0,69.0,51.0,8.0,257.0,11.0,6.0,20.0,0.0,205.0,119.0,29.0,11.0,1.0,1.0,300.0,65.0,1.0,2.0,261.0,1.0,32.0,16.0,12.0,10.0,25.0,22.0,46.0,0.0,217.0,0.0,12.0,78.0
K06159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06167,14.0,0.0,5.0,1.0,10.0,6.0,75.0,0.0,42.0,3.0,2.0,20.0,2.0,2.0,0.0,0.0,17.0,17.0,1.0,0.0,0.0,0.0,42.0,33.0,0.0,0.0,27.0,0.0,37.0,2.0,0.0,0.0,7.0,8.0,6.0,0.0,38.0,0.0,34.0,12.0
K06168,65.0,4.0,15.0,12.0,64.0,14.0,269.0,2.0,244.0,92.0,25.0,245.0,9.0,24.0,33.0,6.0,224.0,205.0,46.0,27.0,0.0,7.0,317.0,41.0,32.0,0.0,135.0,1.0,159.0,44.0,5.0,2.0,13.0,73.0,62.0,0.0,46.0,0.0,24.0,131.0
K06173,7.0,1.0,1.0,1.0,9.0,6.0,100.0,1.0,38.0,20.0,2.0,47.0,1.0,7.0,1.0,0.0,45.0,55.0,19.0,1.0,1.0,3.0,139.0,13.0,10.0,0.0,85.0,0.0,64.0,15.0,2.0,4.0,11.0,33.0,15.0,0.0,41.0,0.0,14.0,38.0
K06175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0
K06178,7.0,3.0,0.0,4.0,31.0,6.0,79.0,0.0,11.0,7.0,1.0,33.0,1.0,0.0,14.0,0.0,54.0,5.0,5.0,6.0,0.0,1.0,50.0,5.0,5.0,0.0,80.0,0.0,14.0,4.0,3.0,16.0,20.0,5.0,20.0,0.0,54.0,0.0,6.0,9.0
K06179,0.0,2.0,1.0,0.0,0.0,7.0,60.0,0.0,48.0,9.0,0.0,28.0,2.0,4.0,0.0,0.0,16.0,24.0,17.0,2.0,0.0,1.0,82.0,52.0,0.0,0.0,69.0,0.0,20.0,0.0,0.0,1.0,6.0,14.0,2.0,0.0,26.0,0.0,6.0,13.0
K06180,52.0,8.0,0.0,16.0,57.0,11.0,329.0,2.0,38.0,14.0,6.0,77.0,11.0,9.0,16.0,0.0,45.0,79.0,37.0,7.0,0.0,3.0,360.0,62.0,22.0,4.0,178.0,1.0,70.0,28.0,16.0,17.0,25.0,79.0,30.0,0.0,97.0,0.0,78.0,64.0
K06182,0.0,2.0,0.0,0.0,1.0,0.0,29.0,0.0,16.0,3.0,0.0,16.0,0.0,1.0,3.0,0.0,6.0,7.0,2.0,0.0,0.0,0.0,32.0,13.0,1.0,0.0,23.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,6.0,12.0
K06183,2.0,4.0,1.0,0.0,2.0,6.0,30.0,0.0,17.0,11.0,4.0,89.0,8.0,5.0,15.0,0.0,62.0,21.0,10.0,1.0,0.0,0.0,43.0,20.0,4.0,0.0,53.0,0.0,17.0,4.0,1.0,1.0,3.0,2.0,12.0,0.0,52.0,0.0,3.0,18.0
K06187,5.0,7.0,5.0,0.0,21.0,5.0,80.0,0.0,30.0,25.0,0.0,62.0,0.0,38.0,9.0,0.0,85.0,111.0,22.0,2.0,0.0,1.0,111.0,37.0,0.0,1.0,105.0,0.0,45.0,7.0,1.0,7.0,13.0,130.0,3.0,0.0,48.0,0.0,13.0,124.0
K06188,6.0,0.0,1.0,0.0,13.0,1.0,12.0,0.0,9.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
K06189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0
K06192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
K06193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06196,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,1.0,2.0,65.0,0.0,7.0,4.0,0.0,51.0,13.0,7.0,2.0,0.0,2.0,21.0,2.0,1.0,0.0,18.0,0.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,0.0,19.0,0.0,2.0,4.0
K06198,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
K06199,5.0,0.0,0.0,0.0,5.0,1.0,9.0,0.0,3.0,6.0,1.0,13.0,0.0,1.0,4.0,0.0,18.0,3.0,0.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,6.0,0.0,7.0,3.0,0.0,5.0,1.0,2.0,4.0,0.0,22.0,0.0,0.0,0.0
K06200,0.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0,39.0,47.0,0.0,28.0,0.0,1.0,0.0,0.0,2.0,62.0,2.0,0.0,0.0,0.0,92.0,5.0,35.0,0.0,34.0,0.0,118.0,0.0,0.0,0.0,43.0,5.0,5.0,0.0,27.0,0.0,58.0,38.0
K06201,13.0,1.0,1.0,1.0,5.0,2.0,64.0,0.0,8.0,3.0,1.0,23.0,0.0,0.0,0.0,0.0,10.0,12.0,15.0,1.0,0.0,1.0,60.0,10.0,1.0,1.0,22.0,0.0,16.0,15.0,0.0,6.0,3.0,57.0,13.0,0.0,14.0,0.0,2.0,10.0
K06202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06206,3.0,0.0,0.0,0.0,2.0,4.0,32.0,0.0,28.0,1.0,9.0,87.0,6.0,7.0,6.0,0.0,59.0,55.0,9.0,0.0,0.0,0.0,71.0,8.0,4.0,0.0,46.0,0.0,21.0,7.0,0.0,0.0,4.0,9.0,8.0,0.0,22.0,0.0,2.0,27.0
K06207,76.0,11.0,8.0,158.0,98.0,15.0,438.0,5.0,305.0,62.0,20.0,504.0,21.0,67.0,87.0,0.0,328.0,227.0,82.0,17.0,0.0,0.0,754.0,196.0,30.0,7.0,320.0,1.0,359.0,118.0,22.0,25.0,69.0,264.0,14.0,0.0,161.0,0.0,96.0,250.0
K06209,1.0,0.0,0.0,0.0,0.0,1.0,32.0,1.0,6.0,1.0,3.0,61.0,0.0,3.0,9.0,0.0,47.0,59.0,5.0,2.0,0.0,4.0,36.0,5.0,1.0,0.0,28.0,0.0,4.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,7.0
K06211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
K06212,0.0,1.0,0.0,0.0,5.0,0.0,6.0,0.0,3.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,14.0,0.0,0.0,3.0
K06213,28.0,2.0,2.0,11.0,29.0,20.0,223.0,0.0,80.0,47.0,9.0,237.0,1.0,24.0,12.0,1.0,128.0,102.0,48.0,7.0,0.0,2.0,168.0,45.0,3.0,2.0,99.0,0.0,33.0,21.0,15.0,21.0,19.0,41.0,31.0,0.0,44.0,0.0,12.0,43.0
K06214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06215,6.0,0.0,0.0,0.0,3.0,2.0,42.0,0.0,7.0,2.0,0.0,28.0,3.0,0.0,2.0,0.0,44.0,12.0,0.0,1.0,0.0,0.0,43.0,2.0,0.0,0.0,21.0,0.0,3.0,3.0,0.0,0.0,6.0,5.0,2.0,0.0,10.0,0.0,3.0,9.0
K06216,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06217,19.0,3.0,17.0,0.0,17.0,4.0,140.0,3.0,70.0,93.0,11.0,145.0,4.0,7.0,33.0,1.0,129.0,105.0,33.0,5.0,0.0,2.0,163.0,43.0,81.0,0.0,86.0,0.0,159.0,9.0,5.0,7.0,22.0,163.0,22.0,0.0,57.0,0.0,18.0,49.0
K06218,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0
K06219,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,17.0
K06221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
K06222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06223,23.0,6.0,4.0,4.0,9.0,31.0,78.0,0.0,44.0,27.0,5.0,17.0,7.0,8.0,0.0,0.0,3.0,85.0,38.0,5.0,0.0,1.0,245.0,36.0,10.0,0.0,165.0,0.0,58.0,17.0,1.0,1.0,1.0,58.0,26.0,0.0,61.0,0.0,37.0,108.0
K06281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
K06282,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0
